tag,hlj_id,requirement_id,model,version,cluster_id
communication,REQ-007-HLJ-Chunk_2-Item_3-v1.0,req-007,opus4,tags_v2,tags_v2_35
ui,REQ-007-HLJ-Chunk_2-Item_4-v1.0,req-007,opus4,tags_v2,tags_v2_67
workflow,REQ-007-HLJ-Chunk_2-Item_4-v1.0,req-007,opus4,tags_v2,tags_v2_206
encryption,REQ-007-HLJ-Chunk_2-Item_5-v1.0,req-007,opus4,tags_v2,tags_v2_15
security,REQ-007-HLJ-Chunk_2-Item_5-v1.0,req-007,opus4,tags_v2,tags_v2_36
compliance,REQ-007-HLJ-Chunk_2-Item_5-v1.0,req-007,opus4,tags_v2,tags_v2_13
privacy,REQ-007-HLJ-Chunk_2-Item_6-v1.0,req-007,opus4,tags_v2,tags_v2_14
compliance,REQ-007-HLJ-Chunk_2-Item_6-v1.0,req-007,opus4,tags_v2,tags_v2_13
data,REQ-007-HLJ-Chunk_2-Item_6-v1.0,req-007,opus4,tags_v2,tags_v2_56
testing,REQ-007-HLJ-Chunk_2-Item_7-v1.0,req-007,opus4,tags_v2,tags_v2_44
compliance,REQ-007-HLJ-Chunk_2-Item_7-v1.0,req-007,opus4,tags_v2,tags_v2_13
monitoring,REQ-007-HLJ-Chunk_2-Item_8-v1.0,req-007,opus4,tags_v2,tags_v2_17
compliance,REQ-007-HLJ-Chunk_2-Item_8-v1.0,req-007,opus4,tags_v2,tags_v2_13
ui,REQ-009-HLJ-Chunk_1-Item_1-v1.0,req-009,opus4,tags_v2,tags_v2_67
scheduling,REQ-009-HLJ-Chunk_1-Item_1-v1.0,req-009,opus4,tags_v2,tags_v2_116
payments,REQ-009-HLJ-Chunk_1-Item_1-v1.0,req-009,opus4,tags_v2,tags_v2_230
ui,REQ-009-HLJ-Chunk_1-Item_2-v1.0,req-009,opus4,tags_v2,tags_v2_67
preview,REQ-009-HLJ-Chunk_1-Item_2-v1.0,req-009,opus4,tags_v2,tags_v2_185
ui,REQ-009-HLJ-Chunk_1-Item_4-v1.0,req-009,opus4,tags_v2,tags_v2_67
timer,REQ-009-HLJ-Chunk_1-Item_4-v1.0,req-009,opus4,tags_v2,tags_v2_231
ui,REQ-009-HLJ-Chunk_1-Item_5-v1.0,req-009,opus4,tags_v2,tags_v2_67
compliance,REQ-009-HLJ-Chunk_1-Item_5-v1.0,req-009,opus4,tags_v2,tags_v2_13
ui,REQ-009-HLJ-Chunk_1-Item_6-v1.0,req-009,opus4,tags_v2,tags_v2_67
scheduling,REQ-009-HLJ-Chunk_1-Item_6-v1.0,req-009,opus4,tags_v2,tags_v2_116
payments,REQ-009-HLJ-Chunk_1-Item_6-v1.0,req-009,opus4,tags_v2,tags_v2_230
payments,REQ-009-HLJ-Chunk_1-Item_7-v1.0,req-009,opus4,tags_v2,tags_v2_230
cancellation,REQ-009-HLJ-Chunk_1-Item_7-v1.0,req-009,opus4,tags_v2,tags_v2_232
workflow,REQ-009-HLJ-Chunk_1-Item_7-v1.0,req-009,opus4,tags_v2,tags_v2_206
payments,REQ-009-HLJ-Chunk_1-Item_8-v1.0,req-009,opus4,tags_v2,tags_v2_230
refund,REQ-009-HLJ-Chunk_1-Item_8-v1.0,req-009,opus4,tags_v2,tags_v2_71
cancellation,REQ-009-HLJ-Chunk_1-Item_8-v1.0,req-009,opus4,tags_v2,tags_v2_232
beta,REQ-009-HLJ-Chunk_1-Item_9-v1.0,req-009,opus4,tags_v2,tags_v2_74
feature-toggle,REQ-009-HLJ-Chunk_1-Item_9-v1.0,req-009,opus4,tags_v2,tags_v2_233
beta,REQ-009-HLJ-Chunk_1-Item_10-v1.0,req-009,opus4,tags_v2,tags_v2_74
feedback,REQ-009-HLJ-Chunk_1-Item_10-v1.0,req-009,opus4,tags_v2,tags_v2_40
analytics,REQ-009-HLJ-Chunk_1-Item_10-v1.0,req-009,opus4,tags_v2,tags_v2_24
api,REQ-009-HLJ-Chunk_2-Item_1-v1.0,req-009,opus4,tags_v2,tags_v2_49
integration,REQ-009-HLJ-Chunk_2-Item_1-v1.0,req-009,opus4,tags_v2,tags_v2_0
payments,REQ-009-HLJ-Chunk_2-Item_3-v1.0,req-009,opus4,tags_v2,tags_v2_230
database,REQ-009-HLJ-Chunk_2-Item_4-v1.0,req-009,opus4,tags_v2,tags_v2_234
metadata,REQ-009-HLJ-Chunk_2-Item_4-v1.0,req-009,opus4,tags_v2,tags_v2_58
validation,REQ-009-HLJ-Chunk_2-Item_7-v1.0,req-009,opus4,tags_v2,tags_v2_70
payments,REQ-009-HLJ-Chunk_2-Item_7-v1.0,req-009,opus4,tags_v2,tags_v2_230
workflow,REQ-009-HLJ-Chunk_2-Item_8-v1.0,req-009,opus4,tags_v2,tags_v2_206
ui,REQ-009-HLJ-Chunk_2-Item_8-v1.0,req-009,opus4,tags_v2,tags_v2_67
compliance,REQ-009-HLJ-Chunk_3-Item_1-v1.0,req-009,opus4,tags_v2,tags_v2_13
risk,REQ-009-HLJ-Chunk_3-Item_1-v1.0,req-009,opus4,tags_v2,tags_v2_4
compliance,REQ-009-HLJ-Chunk_3-Item_2-v1.0,req-009,opus4,tags_v2,tags_v2_13
payments,REQ-009-HLJ-Chunk_3-Item_2-v1.0,req-009,opus4,tags_v2,tags_v2_230
compliance,REQ-009-HLJ-Chunk_3-Item_3-v1.0,req-009,opus4,tags_v2,tags_v2_13
documentation,REQ-009-HLJ-Chunk_3-Item_3-v1.0,req-009,opus4,tags_v2,tags_v2_33
payments,REQ-009-HLJ-Chunk_3-Item_3-v1.0,req-009,opus4,tags_v2,tags_v2_230
audit,REQ-009-HLJ-Chunk_3-Item_4-v1.0,req-009,opus4,tags_v2,tags_v2_18
logs,REQ-009-HLJ-Chunk_3-Item_4-v1.0,req-009,opus4,tags_v2,tags_v2_26
compliance,REQ-009-HLJ-Chunk_3-Item_4-v1.0,req-009,opus4,tags_v2,tags_v2_13
notification,REQ-009-HLJ-Chunk_3-Item_5-v1.0,req-009,opus4,tags_v2,tags_v2_64
payments,REQ-009-HLJ-Chunk_3-Item_5-v1.0,req-009,opus4,tags_v2,tags_v2_230
dashboard,REQ-009-HLJ-Chunk_3-Item_6-v1.0,req-009,opus4,tags_v2,tags_v2_65
monitoring,REQ-009-HLJ-Chunk_3-Item_6-v1.0,req-009,opus4,tags_v2,tags_v2_17
reporting,REQ-009-HLJ-Chunk_3-Item_6-v1.0,req-009,opus4,tags_v2,tags_v2_41
payments,REQ-009-HLJ-Chunk_3-Item_7-v1.0,req-009,opus4,tags_v2,tags_v2_230
analytics,REQ-025-HLJ-Chunk_1-Item_1-v1.0,req-025,opus4,tags_v2,tags_v2_24
performance,REQ-025-HLJ-Chunk_1-Item_1-v1.0,req-025,opus4,tags_v2,tags_v2_47
instrumentation,REQ-025-HLJ-Chunk_1-Item_1-v1.0,req-025,opus4,tags_v2,tags_v2_88
analytics,REQ-025-HLJ-Chunk_1-Item_2-v1.0,req-025,opus4,tags_v2,tags_v2_24
performance,REQ-025-HLJ-Chunk_1-Item_2-v1.0,req-025,opus4,tags_v2,tags_v2_47
instrumentation,REQ-025-HLJ-Chunk_1-Item_2-v1.0,req-025,opus4,tags_v2,tags_v2_88
analytics,REQ-025-HLJ-Chunk_1-Item_3-v1.0,req-025,opus4,tags_v2,tags_v2_24
performance,REQ-025-HLJ-Chunk_1-Item_3-v1.0,req-025,opus4,tags_v2,tags_v2_47
telemetry,REQ-025-HLJ-Chunk_1-Item_3-v1.0,req-025,opus4,tags_v2,tags_v2_235
analytics,REQ-025-HLJ-Chunk_1-Item_4-v1.0,req-025,opus4,tags_v2,tags_v2_24
dashboard,REQ-025-HLJ-Chunk_1-Item_4-v1.0,req-025,opus4,tags_v2,tags_v2_65
visualization,REQ-025-HLJ-Chunk_1-Item_4-v1.0,req-025,opus4,tags_v2,tags_v2_25
analytics,REQ-025-HLJ-Chunk_1-Item_5-v1.0,req-025,opus4,tags_v2,tags_v2_24
dashboard,REQ-025-HLJ-Chunk_1-Item_5-v1.0,req-025,opus4,tags_v2,tags_v2_65
analytics,REQ-025-HLJ-Chunk_1-Item_6-v1.0,req-025,opus4,tags_v2,tags_v2_24
performance,REQ-025-HLJ-Chunk_1-Item_6-v1.0,req-025,opus4,tags_v2,tags_v2_47
alert,REQ-025-HLJ-Chunk_1-Item_6-v1.0,req-025,opus4,tags_v2,tags_v2_92
analytics,REQ-025-HLJ-Chunk_1-Item_7-v1.0,req-025,opus4,tags_v2,tags_v2_24
performance,REQ-025-HLJ-Chunk_1-Item_7-v1.0,req-025,opus4,tags_v2,tags_v2_47
alert,REQ-025-HLJ-Chunk_1-Item_8-v1.0,req-025,opus4,tags_v2,tags_v2_92
performance,REQ-025-HLJ-Chunk_1-Item_8-v1.0,req-025,opus4,tags_v2,tags_v2_47
sla,REQ-025-HLJ-Chunk_1-Item_8-v1.0,req-025,opus4,tags_v2,tags_v2_73
ci/cd,REQ-025-HLJ-Chunk_1-Item_9-v1.0,req-025,opus4,tags_v2,tags_v2_21
performance,REQ-025-HLJ-Chunk_1-Item_9-v1.0,req-025,opus4,tags_v2,tags_v2_47
automation,REQ-025-HLJ-Chunk_1-Item_9-v1.0,req-025,opus4,tags_v2,tags_v2_138
ci/cd,REQ-025-HLJ-Chunk_1-Item_10-v1.0,req-025,opus4,tags_v2,tags_v2_21
performance,REQ-025-HLJ-Chunk_1-Item_10-v1.0,req-025,opus4,tags_v2,tags_v2_47
performance,REQ-025-HLJ-Chunk_2-Item_1-v1.0,req-025,opus4,tags_v2,tags_v2_47
resilience,REQ-025-HLJ-Chunk_2-Item_1-v1.0,req-025,opus4,tags_v2,tags_v2_96
monitoring,REQ-025-HLJ-Chunk_2-Item_1-v1.0,req-025,opus4,tags_v2,tags_v2_17
performance,REQ-025-HLJ-Chunk_2-Item_2-v1.0,req-025,opus4,tags_v2,tags_v2_47
ux,REQ-025-HLJ-Chunk_2-Item_2-v1.0,req-025,opus4,tags_v2,tags_v2_236
dashboard,REQ-025-HLJ-Chunk_2-Item_2-v1.0,req-025,opus4,tags_v2,tags_v2_65
privacy,REQ-025-HLJ-Chunk_2-Item_3-v1.0,req-025,opus4,tags_v2,tags_v2_14
compliance,REQ-025-HLJ-Chunk_2-Item_3-v1.0,req-025,opus4,tags_v2,tags_v2_13
privacy,REQ-025-HLJ-Chunk_2-Item_4-v1.0,req-025,opus4,tags_v2,tags_v2_14
ux,REQ-025-HLJ-Chunk_2-Item_4-v1.0,req-025,opus4,tags_v2,tags_v2_236
compliance,REQ-025-HLJ-Chunk_2-Item_4-v1.0,req-025,opus4,tags_v2,tags_v2_13
analytics,REQ-025-HLJ-Chunk_2-Item_5-v1.0,req-025,opus4,tags_v2,tags_v2_24
dashboard,REQ-025-HLJ-Chunk_2-Item_5-v1.0,req-025,opus4,tags_v2,tags_v2_65
logs,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,opus4,tags_v2,tags_v2_26
database,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,opus4,tags_v2,tags_v2_234
schema,REQ-022-HLJ-Chunk_1-Item_1-v1.0,req-022,opus4,tags_v2,tags_v2_55
logs,REQ-022-HLJ-Chunk_1-Item_2-v1.0,req-022,opus4,tags_v2,tags_v2_26
middleware,REQ-022-HLJ-Chunk_1-Item_2-v1.0,req-022,opus4,tags_v2,tags_v2_237
api,REQ-022-HLJ-Chunk_1-Item_2-v1.0,req-022,opus4,tags_v2,tags_v2_49
retention,REQ-022-HLJ-Chunk_1-Item_3-v1.0,req-022,opus4,tags_v2,tags_v2_100
storage,REQ-022-HLJ-Chunk_1-Item_3-v1.0,req-022,opus4,tags_v2,tags_v2_238
compliance,REQ-022-HLJ-Chunk_1-Item_3-v1.0,req-022,opus4,tags_v2,tags_v2_13
security,REQ-022-HLJ-Chunk_1-Item_4-v1.0,req-022,opus4,tags_v2,tags_v2_36
compliance,REQ-022-HLJ-Chunk_1-Item_4-v1.0,req-022,opus4,tags_v2,tags_v2_13
export,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,opus4,tags_v2,tags_v2_101
csv,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,opus4,tags_v2,tags_v2_239
json,REQ-022-HLJ-Chunk_1-Item_5-v1.0,req-022,opus4,tags_v2,tags_v2_240
filter,REQ-022-HLJ-Chunk_1-Item_6-v1.0,req-022,opus4,tags_v2,tags_v2_51
export,REQ-022-HLJ-Chunk_1-Item_6-v1.0,req-022,opus4,tags_v2,tags_v2_101
query,REQ-022-HLJ-Chunk_1-Item_6-v1.0,req-022,opus4,tags_v2,tags_v2_220
masking,REQ-022-HLJ-Chunk_1-Item_7-v1.0,req-022,opus4,tags_v2,tags_v2_103
privacy,REQ-022-HLJ-Chunk_1-Item_7-v1.0,req-022,opus4,tags_v2,tags_v2_14
compliance,REQ-022-HLJ-Chunk_1-Item_7-v1.0,req-022,opus4,tags_v2,tags_v2_13
audit,REQ-022-HLJ-Chunk_1-Item_8-v1.0,req-022,opus4,tags_v2,tags_v2_18
roles,REQ-022-HLJ-Chunk_1-Item_8-v1.0,req-022,opus4,tags_v2,tags_v2_102
notification,REQ-022-HLJ-Chunk_1-Item_9-v1.0,req-022,opus4,tags_v2,tags_v2_64
compliance,REQ-022-HLJ-Chunk_1-Item_9-v1.0,req-022,opus4,tags_v2,tags_v2_13
anomaly,REQ-022-HLJ-Chunk_1-Item_10-v1.0,req-022,opus4,tags_v2,tags_v2_104
monitoring,REQ-022-HLJ-Chunk_1-Item_10-v1.0,req-022,opus4,tags_v2,tags_v2_17
security,REQ-022-HLJ-Chunk_2-Item_1-v1.0,req-022,opus4,tags_v2,tags_v2_36
documentation,REQ-022-HLJ-Chunk_2-Item_2-v1.0,req-022,opus4,tags_v2,tags_v2_33
compliance,REQ-022-HLJ-Chunk_2-Item_2-v1.0,req-022,opus4,tags_v2,tags_v2_13
admin,REQ-022-HLJ-Chunk_2-Item_2-v1.0,req-022,opus4,tags_v2,tags_v2_5
segmentation,REQ-023-HLJ-Chunk_1-Item_1-v1.0,req-023,opus4,tags_v2,tags_v2_90
rollout,REQ-023-HLJ-Chunk_1-Item_2-v1.0,req-023,opus4,tags_v2,tags_v2_43
geo-ip,REQ-023-HLJ-Chunk_1-Item_4-v1.0,req-023,opus4,tags_v2,tags_v2_109
integration,REQ-023-HLJ-Chunk_1-Item_4-v1.0,req-023,opus4,tags_v2,tags_v2_0
geo-ip,REQ-023-HLJ-Chunk_1-Item_5-v1.0,req-023,opus4,tags_v2,tags_v2_109
analytics,REQ-023-HLJ-Chunk_1-Item_6-v1.0,req-023,opus4,tags_v2,tags_v2_24
dashboard,REQ-023-HLJ-Chunk_1-Item_6-v1.0,req-023,opus4,tags_v2,tags_v2_65
analytics,REQ-023-HLJ-Chunk_1-Item_7-v1.0,req-023,opus4,tags_v2,tags_v2_24
monitoring,REQ-023-HLJ-Chunk_1-Item_7-v1.0,req-023,opus4,tags_v2,tags_v2_17
alert,REQ-023-HLJ-Chunk_1-Item_8-v1.0,req-023,opus4,tags_v2,tags_v2_92
monitoring,REQ-023-HLJ-Chunk_1-Item_8-v1.0,req-023,opus4,tags_v2,tags_v2_17
rollback,REQ-023-HLJ-Chunk_1-Item_9-v1.0,req-023,opus4,tags_v2,tags_v2_43
notification,REQ-023-HLJ-Chunk_1-Item_10-v1.0,req-023,opus4,tags_v2,tags_v2_64
compliance,REQ-023-HLJ-Chunk_2-Item_1-v1.0,req-023,opus4,tags_v2,tags_v2_13
compliance,REQ-023-HLJ-Chunk_2-Item_2-v1.0,req-023,opus4,tags_v2,tags_v2_13
gdpr,REQ-023-HLJ-Chunk_2-Item_2-v1.0,req-023,opus4,tags_v2,tags_v2_136
audit,REQ-023-HLJ-Chunk_2-Item_3-v1.0,req-023,opus4,tags_v2,tags_v2_18
geo-ip,REQ-023-HLJ-Chunk_2-Item_3-v1.0,req-023,opus4,tags_v2,tags_v2_109
audit,REQ-023-HLJ-Chunk_2-Item_4-v1.0,req-023,opus4,tags_v2,tags_v2_18
rollback,REQ-023-HLJ-Chunk_2-Item_4-v1.0,req-023,opus4,tags_v2,tags_v2_43
documentation,REQ-023-HLJ-Chunk_2-Item_5-v1.0,req-023,opus4,tags_v2,tags_v2_33
product,REQ-023-HLJ-Chunk_2-Item_5-v1.0,req-023,opus4,tags_v2,tags_v2_241
documentation,REQ-023-HLJ-Chunk_2-Item_6-v1.0,req-023,opus4,tags_v2,tags_v2_33
developer,REQ-023-HLJ-Chunk_2-Item_6-v1.0,req-023,opus4,tags_v2,tags_v2_242
audit,REQ-023-HLJ-Chunk_2-Item_7-v1.0,req-023,opus4,tags_v2,tags_v2_18
compliance,REQ-023-HLJ-Chunk_2-Item_7-v1.0,req-023,opus4,tags_v2,tags_v2_13
authentication,REQ-023-HLJ-Chunk_2-Item_8-v1.0,req-023,opus4,tags_v2,tags_v2_60
messaging,REQ-024-HLJ-Chunk_1-Item_1-v1.0,req-024,opus4,tags_v2,tags_v2_243
storage,REQ-024-HLJ-Chunk_1-Item_1-v1.0,req-024,opus4,tags_v2,tags_v2_238
messaging,REQ-024-HLJ-Chunk_1-Item_2-v1.0,req-024,opus4,tags_v2,tags_v2_243
i18n,REQ-024-HLJ-Chunk_1-Item_2-v1.0,req-024,opus4,tags_v2,tags_v2_244
messaging,REQ-024-HLJ-Chunk_1-Item_3-v1.0,req-024,opus4,tags_v2,tags_v2_243
testing,REQ-024-HLJ-Chunk_1-Item_3-v1.0,req-024,opus4,tags_v2,tags_v2_44
messaging,REQ-024-HLJ-Chunk_1-Item_4-v1.0,req-024,opus4,tags_v2,tags_v2_243
testing,REQ-024-HLJ-Chunk_1-Item_4-v1.0,req-024,opus4,tags_v2,tags_v2_44
messaging,REQ-024-HLJ-Chunk_1-Item_5-v1.0,req-024,opus4,tags_v2,tags_v2_243
scheduling,REQ-024-HLJ-Chunk_1-Item_5-v1.0,req-024,opus4,tags_v2,tags_v2_116
messaging,REQ-024-HLJ-Chunk_1-Item_6-v1.0,req-024,opus4,tags_v2,tags_v2_243
optimization,REQ-024-HLJ-Chunk_1-Item_6-v1.0,req-024,opus4,tags_v2,tags_v2_224
messaging,REQ-024-HLJ-Chunk_1-Item_7-v1.0,req-024,opus4,tags_v2,tags_v2_243
analytics,REQ-024-HLJ-Chunk_1-Item_7-v1.0,req-024,opus4,tags_v2,tags_v2_24
ml,REQ-024-HLJ-Chunk_1-Item_7-v1.0,req-024,opus4,tags_v2,tags_v2_245
messaging,REQ-024-HLJ-Chunk_1-Item_8-v1.0,req-024,opus4,tags_v2,tags_v2_243
integration,REQ-024-HLJ-Chunk_1-Item_8-v1.0,req-024,opus4,tags_v2,tags_v2_0
api,REQ-024-HLJ-Chunk_1-Item_8-v1.0,req-024,opus4,tags_v2,tags_v2_49
messaging,REQ-024-HLJ-Chunk_1-Item_9-v1.0,req-024,opus4,tags_v2,tags_v2_243
integration,REQ-024-HLJ-Chunk_1-Item_9-v1.0,req-024,opus4,tags_v2,tags_v2_0
api,REQ-024-HLJ-Chunk_1-Item_9-v1.0,req-024,opus4,tags_v2,tags_v2_49
messaging,REQ-024-HLJ-Chunk_1-Item_10-v1.0,req-024,opus4,tags_v2,tags_v2_243
integration,REQ-024-HLJ-Chunk_1-Item_10-v1.0,req-024,opus4,tags_v2,tags_v2_0
messaging,REQ-024-HLJ-Chunk_2-Item_1-v1.0,req-024,opus4,tags_v2,tags_v2_243
personalization,REQ-024-HLJ-Chunk_2-Item_1-v1.0,req-024,opus4,tags_v2,tags_v2_118
testing,REQ-024-HLJ-Chunk_2-Item_2-v1.0,req-024,opus4,tags_v2,tags_v2_44
analytics,REQ-024-HLJ-Chunk_2-Item_2-v1.0,req-024,opus4,tags_v2,tags_v2_24
segmentation,REQ-024-HLJ-Chunk_2-Item_3-v1.0,req-024,opus4,tags_v2,tags_v2_90
ml,REQ-024-HLJ-Chunk_2-Item_3-v1.0,req-024,opus4,tags_v2,tags_v2_245
analytics,REQ-024-HLJ-Chunk_2-Item_4-v1.0,req-024,opus4,tags_v2,tags_v2_24
analytics,REQ-024-HLJ-Chunk_2-Item_5-v1.0,req-024,opus4,tags_v2,tags_v2_24
tracking,REQ-024-HLJ-Chunk_2-Item_5-v1.0,req-024,opus4,tags_v2,tags_v2_246
metrics,REQ-024-HLJ-Chunk_2-Item_5-v1.0,req-024,opus4,tags_v2,tags_v2_91
monitoring,REQ-024-HLJ-Chunk_2-Item_6-v1.0,req-024,opus4,tags_v2,tags_v2_17
alert,REQ-024-HLJ-Chunk_2-Item_6-v1.0,req-024,opus4,tags_v2,tags_v2_92
compliance,REQ-024-HLJ-Chunk_2-Item_8-v1.0,req-024,opus4,tags_v2,tags_v2_13
messaging,REQ-024-HLJ-Chunk_2-Item_8-v1.0,req-024,opus4,tags_v2,tags_v2_243
compliance,REQ-024-HLJ-Chunk_2-Item_9-v1.0,req-024,opus4,tags_v2,tags_v2_13
tracking,REQ-024-HLJ-Chunk_2-Item_9-v1.0,req-024,opus4,tags_v2,tags_v2_246
compliance,REQ-024-HLJ-Chunk_2-Item_10-v1.0,req-024,opus4,tags_v2,tags_v2_13
audit,REQ-024-HLJ-Chunk_2-Item_10-v1.0,req-024,opus4,tags_v2,tags_v2_18
scheduling,REQ-024-HLJ-Chunk_3-Item_1-v1.0,req-024,opus4,tags_v2,tags_v2_116
timezone,REQ-024-HLJ-Chunk_3-Item_1-v1.0,req-024,opus4,tags_v2,tags_v2_57
deduplication,REQ-024-HLJ-Chunk_3-Item_2-v1.0,req-024,opus4,tags_v2,tags_v2_54
reliability,REQ-024-HLJ-Chunk_3-Item_2-v1.0,req-024,opus4,tags_v2,tags_v2_78
documentation,REQ-024-HLJ-Chunk_3-Item_3-v1.0,req-024,opus4,tags_v2,tags_v2_33
training,REQ-024-HLJ-Chunk_3-Item_3-v1.0,req-024,opus4,tags_v2,tags_v2_112
documentation,REQ-024-HLJ-Chunk_3-Item_4-v1.0,req-024,opus4,tags_v2,tags_v2_33
api,REQ-024-HLJ-Chunk_3-Item_4-v1.0,req-024,opus4,tags_v2,tags_v2_49
integration,REQ-024-HLJ-Chunk_3-Item_4-v1.0,req-024,opus4,tags_v2,tags_v2_0
onboarding,REQ-002-HLJ-Chunk_1-Item_1-v1.0,req-002,opus4,tags_v2,tags_v2_181
workflow,REQ-002-HLJ-Chunk_1-Item_1-v1.0,req-002,opus4,tags_v2,tags_v2_206
ux,REQ-002-HLJ-Chunk_1-Item_1-v1.0,req-002,opus4,tags_v2,tags_v2_236
onboarding,REQ-002-HLJ-Chunk_1-Item_2-v1.0,req-002,opus4,tags_v2,tags_v2_181
guardian,REQ-002-HLJ-Chunk_1-Item_2-v1.0,req-002,opus4,tags_v2,tags_v2_247
onboarding,REQ-002-HLJ-Chunk_1-Item_3-v1.0,req-002,opus4,tags_v2,tags_v2_181
session,REQ-002-HLJ-Chunk_1-Item_3-v1.0,req-002,opus4,tags_v2,tags_v2_248
kyc,REQ-002-HLJ-Chunk_1-Item_4-v1.0,req-002,opus4,tags_v2,tags_v2_6
integration,REQ-002-HLJ-Chunk_1-Item_4-v1.0,req-002,opus4,tags_v2,tags_v2_0
api,REQ-002-HLJ-Chunk_1-Item_4-v1.0,req-002,opus4,tags_v2,tags_v2_49
kyc,REQ-002-HLJ-Chunk_1-Item_5-v1.0,req-002,opus4,tags_v2,tags_v2_6
feedback,REQ-002-HLJ-Chunk_1-Item_5-v1.0,req-002,opus4,tags_v2,tags_v2_40
kyc,REQ-002-HLJ-Chunk_1-Item_6-v1.0,req-002,opus4,tags_v2,tags_v2_6
guardian,REQ-002-HLJ-Chunk_1-Item_6-v1.0,req-002,opus4,tags_v2,tags_v2_247
workflow,REQ-002-HLJ-Chunk_1-Item_6-v1.0,req-002,opus4,tags_v2,tags_v2_206
identity,REQ-002-HLJ-Chunk_1-Item_7-v1.0,req-002,opus4,tags_v2,tags_v2_205
security,REQ-002-HLJ-Chunk_1-Item_7-v1.0,req-002,opus4,tags_v2,tags_v2_36
compliance,REQ-002-HLJ-Chunk_1-Item_8-v1.0,req-002,opus4,tags_v2,tags_v2_13
coppa,REQ-002-HLJ-Chunk_1-Item_8-v1.0,req-002,opus4,tags_v2,tags_v2_249
security,REQ-002-HLJ-Chunk_1-Item_8-v1.0,req-002,opus4,tags_v2,tags_v2_36
compliance,REQ-002-HLJ-Chunk_1-Item_9-v1.0,req-002,opus4,tags_v2,tags_v2_13
security,REQ-002-HLJ-Chunk_1-Item_9-v1.0,req-002,opus4,tags_v2,tags_v2_36
security,REQ-002-HLJ-Chunk_1-Item_10-v1.0,req-002,opus4,tags_v2,tags_v2_36
encryption,REQ-002-HLJ-Chunk_1-Item_10-v1.0,req-002,opus4,tags_v2,tags_v2_15
compliance,REQ-002-HLJ-Chunk_1-Item_10-v1.0,req-002,opus4,tags_v2,tags_v2_13
security,REQ-002-HLJ-Chunk_2-Item_1-v1.0,req-002,opus4,tags_v2,tags_v2_36
encryption,REQ-002-HLJ-Chunk_2-Item_1-v1.0,req-002,opus4,tags_v2,tags_v2_15
compliance,REQ-002-HLJ-Chunk_2-Item_1-v1.0,req-002,opus4,tags_v2,tags_v2_13
audit,REQ-002-HLJ-Chunk_2-Item_2-v1.0,req-002,opus4,tags_v2,tags_v2_18
compliance,REQ-002-HLJ-Chunk_2-Item_2-v1.0,req-002,opus4,tags_v2,tags_v2_13
mobile,REQ-002-HLJ-Chunk_2-Item_3-v1.0,req-002,opus4,tags_v2,tags_v2_250
responsive,REQ-002-HLJ-Chunk_2-Item_3-v1.0,req-002,opus4,tags_v2,tags_v2_251
content,REQ-002-HLJ-Chunk_2-Item_4-v1.0,req-002,opus4,tags_v2,tags_v2_252
accessibility,REQ-002-HLJ-Chunk_2-Item_4-v1.0,req-002,opus4,tags_v2,tags_v2_38
documentation,REQ-002-HLJ-Chunk_2-Item_5-v1.0,req-002,opus4,tags_v2,tags_v2_33
support,REQ-002-HLJ-Chunk_2-Item_5-v1.0,req-002,opus4,tags_v2,tags_v2_42
content,REQ-002-HLJ-Chunk_2-Item_5-v1.0,req-002,opus4,tags_v2,tags_v2_252
ui,REQ-005-HLJ-Chunk_1-Item_1-v1.0,req-005,opus4,tags_v2,tags_v2_67
mobile,REQ-005-HLJ-Chunk_1-Item_1-v1.0,req-005,opus4,tags_v2,tags_v2_250
design,REQ-005-HLJ-Chunk_1-Item_1-v1.0,req-005,opus4,tags_v2,tags_v2_253
ui,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,opus4,tags_v2,tags_v2_67
mobile,REQ-005-HLJ-Chunk_1-Item_2-v1.0,req-005,opus4,tags_v2,tags_v2_250
ui,REQ-005-HLJ-Chunk_1-Item_3-v1.0,req-005,opus4,tags_v2,tags_v2_67
mobile,REQ-005-HLJ-Chunk_1-Item_3-v1.0,req-005,opus4,tags_v2,tags_v2_250
ui,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,opus4,tags_v2,tags_v2_67
mobile,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,opus4,tags_v2,tags_v2_250
documentation,REQ-005-HLJ-Chunk_1-Item_4-v1.0,req-005,opus4,tags_v2,tags_v2_33
security,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,opus4,tags_v2,tags_v2_36
mobile,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,opus4,tags_v2,tags_v2_250
authentication,REQ-005-HLJ-Chunk_1-Item_5-v1.0,req-005,opus4,tags_v2,tags_v2_60
ui,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,opus4,tags_v2,tags_v2_67
mobile,REQ-005-HLJ-Chunk_1-Item_6-v1.0,req-005,opus4,tags_v2,tags_v2_250
